country,total_orders,total_spent,max_order_value,total_orders_7d,total_spent_7d,max_order_value_7d,total_orders_30d,total_spent_30d,max_order_value_30d,total_orders_90d,total_spent_90d,max_order_value_90d,total_orders_365d,max_order_value_365d,avg_order_value,transaction_velocity_7_30,transaction_velocity_30_90,avg_days_between_orders,weekend_purchases,weekend_share,recency_days,recency_score,frequency_score,monetary_score,rfm_score,segment_name
Other,5,688.2,66.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,66.0,137.64000000000001,0.0,0.0,83.88,2,0.4,156,3,2,3,323,whale
Other,1,707.0900000000001,30.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,30.0,707.0900000000001,0.0,0.0,999.0,0,0.0,134,3,4,3,343,whale
Other,4,1502.4899999999998,59.4,0,0.0,0.0,0,0.0,0.0,1,425.4800000000001,59.4,2,59.4,375.62249999999995,0.0,0.0,129.64,0,0.0,71,3,3,2,332,whale
Other,1,398.35999999999984,30.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,398.35999999999984,0.0,0.0,999.0,0,0.0,605,5,4,4,544,whale
Other,1,296.6499999999999,23.4,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,296.6499999999999,0.0,0.0,999.0,0,0.0,456,5,5,4,554,whale
Other,1,626.88,47.7,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,47.7,626.88,0.0,0.0,999.0,0,0.0,154,3,4,3,343,whale
Other,1,132.8,23.4,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,132.8,0.0,0.0,999.0,0,0.0,423,5,5,5,555,whale
Germany,5,3238.7400000000007,122.39999999999999,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,70.80000000000001,647.7480000000002,0.0,0.0,99.56,1,0.2,187,4,2,1,421,whale
Other,2,3070.5399999999977,360.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,1535.2699999999988,0.0,0.0,14.0,0,0.0,522,5,4,1,541,whale
Other,1,211.95000000000002,20.650000000000002,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,211.95000000000002,0.0,0.0,999.0,0,0.0,689,5,5,5,555,whale
Germany,71,35099.90000000005,876.0,1,1998.5099999999995,700.8,6,4350.79,700.8,10,7723.650000000001,876.0,27,876.0,494.3647887323951,0.16666666666666666,0.6,13.86,3,0.04,2,1,1,1,111,whale
Germany,2,1065.6399999999996,47.7,0,0.0,0.0,0,0.0,0.0,1,669.38,47.7,1,47.7,532.8199999999998,0.0,0.0,356.0,0,0.0,53,2,4,3,243,whale
Other,27,21423.31999999998,350.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,793.4562962962956,0.0,0.0,3.11,5,0.19,576,5,1,1,511,whale
Other,1,708.0999999999999,76.19999999999999,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,708.0999999999999,0.0,0.0,999.0,0,0.0,529,5,4,3,543,whale
Other,1,917.2800000000001,35.400000000000006,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,917.2800000000001,0.0,0.0,999.0,0,0.0,431,5,4,3,543,whale
Other,1,285.29999999999995,208.79999999999998,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,285.29999999999995,0.0,0.0,999.0,0,0.0,730,5,5,4,554,whale
France,1,298.93,32.849999999999994,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,32.849999999999994,298.93,0.0,0.0,999.0,0,0.0,336,4,5,4,454,whale
France,1,424.40000000000003,46.800000000000004,0,0.0,0.0,0,0.0,0.0,1,424.4000000000001,46.800000000000004,1,46.800000000000004,424.40000000000003,0.0,0.0,999.0,0,0.0,38,2,4,4,244,whale
Germany,3,607.2100000000002,34.0,0,0.0,0.0,0,0.0,0.0,1,118.82000000000001,23.4,2,23.4,202.4033333333334,0.0,0.0,155.78,0,0.0,63,3,3,3,333,whale
France,2,379.73999999999995,29.88,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,29.88,189.86999999999998,0.0,0.0,32.0,0,0.0,165,3,4,4,344,whale
Other,1,277.3999999999999,25.200000000000003,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,277.3999999999999,0.0,0.0,999.0,0,0.0,640,5,5,5,555,whale
Other,2,45.339999999999996,10.2,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,22.669999999999998,0.0,0.0,0.0,0,0.0,620,5,4,5,545,whale
Germany,1,357.72,29.700000000000003,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,357.72,0.0,0.0,999.0,0,0.0,560,5,4,4,544,whale
Germany,1,2025.3899999999996,30.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,30.0,2025.3899999999996,0.0,0.0,999.0,0,0.0,336,4,4,2,442,whale
Other,1,787.1999999999997,35.400000000000006,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,787.1999999999997,0.0,0.0,999.0,0,0.0,408,4,4,3,443,whale
France,1,73.50000000000001,7.95,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,7.95,73.50000000000001,0.0,0.0,999.0,0,0.0,232,4,5,5,455,whale
Other,4,1508.06,208.79999999999998,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,3,208.79999999999998,377.015,0.0,0.0,194.79,0,0.0,134,3,3,2,332,whale
France,1,158.5,49.5,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,49.5,158.5,0.0,0.0,999.0,0,0.0,284,4,5,5,455,whale
Other,1,3064.069999999999,88.80000000000001,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,3064.069999999999,0.0,0.0,999.0,0,0.0,428,5,4,1,541,whale
Other,2,132.18000000000006,10.5,0,0.0,0.0,0,0.0,0.0,2,132.18000000000006,10.5,2,10.5,66.09000000000003,0.0,0.0,0.0,0,0.0,66,3,4,5,345,whale
France,1,558.29,38.25,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,38.25,558.29,0.0,0.0,999.0,0,0.0,112,3,4,4,344,whale
Other,2,1597.7600000000004,101.88,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,59.699999999999996,798.8800000000002,0.0,0.0,374.0,0,0.0,267,4,4,2,442,whale
Other,1,278.7,25.5,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,25.5,278.7,0.0,0.0,999.0,0,0.0,353,4,5,4,454,whale
Germany,2,626.5400000000001,34.0,0,0.0,0.0,0,0.0,0.0,1,276.84,34.0,1,34.0,313.27000000000004,0.0,0.0,413.0,0,0.0,63,3,3,3,333,whale
Germany,1,545.6800000000002,41.6,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,41.6,545.6800000000002,0.0,0.0,999.0,0,0.0,142,3,4,4,344,whale
Germany,2,156.71999999999997,20.0,0,0.0,0.0,0,0.0,0.0,2,156.72000000000003,20.0,2,20.0,78.35999999999999,0.0,0.0,12.0,0,0.0,39,2,4,5,245,whale
France,3,883.73,35.400000000000006,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,294.57666666666665,0.0,0.0,70.22,0,0.0,498,5,3,3,533,whale
Germany,5,717.51,85.0,0,0.0,0.0,0,0.0,0.0,1,63.790000000000006,34.0,3,50.400000000000006,143.502,0.0,0.0,130.56,0,0.0,81,3,2,3,323,whale
France,1,316.48,22.5,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,316.48,0.0,0.0,999.0,0,0.0,528,5,5,4,554,whale
France,1,313.83,45.0,0,0.0,0.0,1,313.83,45.0,1,313.83,45.0,1,45.0,313.83,0.0,1.0,999.0,0,0.0,30,2,5,4,254,whale
Germany,2,1223.8900000000003,44.550000000000004,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,611.9450000000002,0.0,0.0,111.0,0,0.0,627,5,4,2,542,whale
Germany,1,962.2299999999999,39.8,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,39.8,962.2299999999999,0.0,0.0,999.0,0,0.0,130,3,4,3,343,whale
France,2,716.3499999999997,44.550000000000004,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,44.550000000000004,358.17499999999984,0.0,0.0,95.0,0,0.0,91,3,3,3,333,whale
France,1,4279.710000000003,59.400000000000006,0,0.0,0.0,0,0.0,0.0,1,4279.710000000004,59.400000000000006,1,59.400000000000006,4279.710000000003,0.0,0.0,999.0,0,0.0,59,3,4,1,341,whale
Other,1,612.94,35.400000000000006,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,612.94,0.0,0.0,999.0,0,0.0,408,4,4,3,443,whale
Other,2,481.87999999999994,23.4,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,240.93999999999997,0.0,0.0,156.0,0,0.0,484,5,4,4,544,whale
Other,1,840.25,72.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,840.25,0.0,0.0,999.0,0,0.0,448,5,4,3,543,whale
Other,1,316.69999999999993,31.8,0,0.0,0.0,0,0.0,0.0,1,316.7,31.8,1,31.8,316.69999999999993,0.0,0.0,999.0,0,0.0,36,2,5,4,254,whale
Other,2,832.3899999999999,34.8,0,0.0,0.0,0,0.0,0.0,1,288.24,34.8,2,34.8,416.19499999999994,0.0,0.0,184.0,1,0.5,75,3,4,3,343,whale
Other,2,1021.5000000000002,29.700000000000003,0,0.0,0.0,0,0.0,0.0,2,1021.5000000000002,29.700000000000003,2,29.700000000000003,510.7500000000001,0.0,0.0,31.0,0,0.0,46,2,4,3,243,whale
Other,3,299.58000000000004,30.599999999999998,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,30.599999999999998,99.86000000000001,0.0,0.0,197.17,0,0.0,197,4,3,4,434,whale
Other,1,67.19999999999999,17.4,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,17.4,67.19999999999999,0.0,0.0,999.0,1,1.0,166,3,5,5,355,whale
Other,5,1570.6800000000005,302.40000000000003,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,314.1360000000001,0.0,0.0,49.27,0,0.0,575,5,2,2,522,whale
Other,1,824.8299999999999,33.0,0,0.0,0.0,0,0.0,0.0,1,824.8299999999994,33.0,1,33.0,824.8299999999999,0.0,0.0,999.0,0,0.0,79,3,4,3,343,whale
Other,1,168.0,19.5,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,19.5,168.0,0.0,0.0,999.0,0,0.0,357,4,5,5,455,whale
Other,1,317.82,33.0,0,0.0,0.0,0,0.0,0.0,1,317.81999999999994,33.0,1,33.0,317.82,0.0,0.0,999.0,0,0.0,39,2,5,4,254,whale
Other,1,384.49999999999994,25.200000000000003,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,384.49999999999994,0.0,0.0,999.0,0,0.0,448,5,4,4,544,whale
Other,2,599.56,23.6,0,0.0,0.0,0,0.0,0.0,1,290.8099999999999,23.6,2,23.6,299.78,0.0,0.0,101.0,0,0.0,50,2,3,3,233,whale
Germany,2,525.71,106.2,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,106.2,262.855,0.0,0.0,9.0,0,0.0,310,4,3,4,434,whale
Germany,1,238.85,23.6,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,23.6,238.85,0.0,0.0,999.0,0,0.0,302,4,5,5,455,whale
Other,1,221.24,45.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,221.24,0.0,0.0,999.0,0,0.0,408,4,5,5,455,whale
France,1,402.90000000000003,33.9,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,33.9,402.90000000000003,0.0,0.0,999.0,0,0.0,261,4,4,4,444,whale
Other,1,145.92,19.799999999999997,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,19.799999999999997,145.92,0.0,0.0,999.0,0,0.0,288,4,5,5,455,whale
Germany,1,297.65000000000003,30.0,0,0.0,0.0,0,0.0,0.0,1,297.65000000000003,30.0,1,30.0,297.65000000000003,0.0,0.0,999.0,0,0.0,86,3,5,4,354,whale
Germany,1,52.0,21.3,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,52.0,0.0,0.0,999.0,0,0.0,644,5,5,5,555,whale
France,2,519.6099999999999,30.0,0,0.0,0.0,0,0.0,0.0,1,271.26,23.400000000000002,2,30.0,259.80499999999995,0.0,0.0,82.0,0,0.0,39,2,3,4,234,whale
France,5,717.4100000000003,60.839999999999996,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,35.400000000000006,143.48200000000006,0.0,0.0,54.87,1,0.2,227,4,2,3,423,whale
France,1,182.45,23.6,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,23.6,182.45,0.0,0.0,999.0,0,0.0,315,4,5,5,455,whale
France,2,568.82,30.599999999999998,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,284.41,0.0,0.0,69.0,0,0.0,457,5,3,4,534,whale
France,1,386.42,20.4,0,0.0,0.0,0,0.0,0.0,1,386.41999999999996,20.4,1,20.4,386.42,0.0,0.0,999.0,0,0.0,78,3,4,4,344,whale
Germany,2,962.9,25.5,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,23.4,481.45,0.0,0.0,330.0,0,0.0,246,4,4,3,443,whale
Germany,1,179.70999999999998,19.799999999999997,0,0.0,0.0,0,0.0,0.0,1,179.70999999999998,19.799999999999997,1,19.799999999999997,179.70999999999998,0.0,0.0,999.0,0,0.0,39,2,5,5,255,whale
Other,4,1820.3999999999992,153.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,30.599999999999998,455.0999999999998,0.0,0.0,130.5,0,0.0,238,4,3,2,432,whale
Germany,2,1824.100000000001,138.24,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,138.24,912.0500000000005,0.0,0.0,117.0,0,0.0,234,4,4,2,442,whale
Other,3,718.7800000000002,34.0,0,0.0,0.0,0,0.0,0.0,1,174.9,32.849999999999994,1,32.849999999999994,239.5933333333334,0.0,0.0,254.08,0,0.0,39,2,3,3,233,whale
Other,3,1114.95,71.4,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,34.8,371.65000000000003,0.0,0.0,65.41,1,0.33,317,4,3,3,433,whale
Germany,4,1723.6400000000003,204.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,33.0,430.9100000000001,0.0,0.0,74.26,0,0.0,92,3,3,2,332,whale
France,3,382.09999999999997,39.5,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,3,39.5,127.36666666666666,0.0,0.0,55.0,0,0.0,108,3,3,4,334,whale
Germany,1,281.02000000000004,30.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,281.02000000000004,0.0,0.0,999.0,0,0.0,504,5,5,4,554,whale
Other,2,450.27,66.24,0,0.0,0.0,0,0.0,0.0,1,236.32,66.24,2,66.24,225.135,0.0,0.0,191.0,0,0.0,51,2,4,4,244,whale
Germany,6,533.31,75.60000000000001,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,5,75.60000000000001,88.88499999999999,0.0,0.0,48.41,1,0.17,189,4,2,4,424,whale
France,1,153.12000000000003,23.9,0,0.0,0.0,0,0.0,0.0,1,153.12000000000003,23.9,1,23.9,153.12000000000003,0.0,0.0,999.0,0,0.0,58,2,5,5,255,whale
France,2,236.17999999999998,30.0,0,0.0,0.0,0,0.0,0.0,1,75.67999999999999,15.600000000000001,2,30.0,118.08999999999999,0.0,0.0,182.0,0,0.0,79,3,4,5,345,whale
Germany,3,1124.9500000000003,39.599999999999994,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,374.9833333333334,0.0,0.0,41.1,1,0.33,376,4,3,3,433,whale
Other,1,1579.5100000000007,39.6,0,0.0,0.0,0,0.0,0.0,1,1579.51,39.6,1,39.6,1579.5100000000007,0.0,0.0,999.0,0,0.0,60,3,4,2,342,whale
United Kingdom,1,415.78999999999996,162.24,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,415.78999999999996,0.0,0.0,999.0,1,1.0,404,4,4,4,444,whale
Other,1,1193.3199999999997,144.0,0,0.0,0.0,0,0.0,0.0,1,1193.32,144.0,1,144.0,1193.3199999999997,0.0,0.0,999.0,0,0.0,52,2,4,2,242,whale
